customerinstallationid,hostname,machinetypecode
13072,groupm-mindshare-wa02.m1phx1.jivehosted.com,webapp
13073,groupm-mindshare-uat-cs01.m1phx1.jivehosted.com,cache
13073,groupm-mindshare-uat-eaedb.m1phx1.jivehosted.com,dbeae
13073,groupm-mindshare-uat-wa01.m1phx1.jivehosted.com,webapp
13073,groupm-mindshare-uat-db.m1phx1.jivehosted.com,dbvirtual
13073,groupm-mindshare-uat-eae01.m1phx1.jivehosted.com,eaeservice
13073,groupm-mindshare-uat-wa02.m1phx1.jivehosted.com,webapp
13074,nuance-int-wa02.m1phx1.jivehosted.com,webapp
13074,nuance-int-wa01.m1phx1.jivehosted.com,webapp
13074,nuance-int-db.m1phx1.jivehosted.com,dbvirtual
13074,nuance-int-eae01.m1phx1.jivehosted.com,eaeservice
13074,nuance-int-cs01.m1phx1.jivehosted.com,cache
13074,nuance-int-eaedb.m1phx1.jivehosted.com,dbeae
13076,nuance-int-uat-eae01.m1phx1.jivehosted.com,eaeservice
13076,nuance-int-uat-eaedb.m1phx1.jivehosted.com,dbeae
13076,nuance-int-uat-cs01.m1phx1.jivehosted.com,cache
13076,nuance-int-uat-wa02.m1phx1.jivehosted.com,webapp
13076,nuance-int-uat-wa01.m1phx1.jivehosted.com,webapp
13076,nuance-int-uat-db.m1phx1.jivehosted.com,dbvirtual
13077,pwc-uk-wa04.m1ams1.jivehosted.com,webapp
13077,pwc-uk-analytics-db.m1ams1.jivehosted.com,dbanalytics
13077,pwc-uk-eae01.m1ams1.jivehosted.com,eaeservice
13077,pwc-uk-cs01.m1ams1.jivehosted.com,cache
13077,pwc-uk-eaedb.m1ams1.jivehosted.com,dbeae
13077,pwc-uk-db.m1ams1.jivehosted.com,dbvirtual
13077,pwc-uk-wa02.m1ams1.jivehosted.com,webapp
13077,pwc-uk-wa01.m1ams1.jivehosted.com,webapp
13077,pwc-uk-wa05.m1ams1.jivehosted.com,webapp
13077,pwc-uk-wa06.m1ams1.jivehosted.com,webapp
13077,pwc-uk-wa03.m1ams1.jivehosted.com,webapp
13078,pwc-uk-uat-wa02.m1ams1.jivehosted.com,webapp
13078,pwc-uk-uat-db.m1ams1.jivehosted.com,dbvirtual
13078,pwc-uk-uat-eaedb.m1ams1.jivehosted.com,dbeae
13078,pwc-uk-uat-cs01.m1ams1.jivehosted.com,cache
13078,pwc-uk-uat-eae01.m1ams1.jivehosted.com,eaeservice
13078,pwc-uk-uat-wa01.m1ams1.jivehosted.com,webapp
13080,metlife-employee-eaedb.m1phx1.jivehosted.com,dbeae
13080,metlife-employee-db.m1phx1.jivehosted.com,dbvirtual
13080,metlife-employee-cs01.m1phx1.jivehosted.com,cache
13080,metlife-employee-eae01.m1phx1.jivehosted.com,eaeservice
13080,metlife-employee-wa01.m1phx1.jivehosted.com,webapp
13080,metlife-employee-wa02.m1phx1.jivehosted.com,webapp
13081,metlife-employee-uat-wa01.m1phx1.jivehosted.com,webapp
13081,metlife-employee-uat-eae01.m1phx1.jivehosted.com,eaeservice
13081,metlife-employee-uat-cs01.m1phx1.jivehosted.com,cache
13081,metlife-employee-uat-eaedb.m1phx1.jivehosted.com,dbeae
13081,metlife-employee-uat-db.m1phx1.jivehosted.com,dbvirtual
13081,metlife-employee-uat-wa02.m1phx1.jivehosted.com,webapp
13123,yumbrands-wa03.m1phx1.jivehosted.com,webapp
13123,yumbrands-wa01.m1phx1.jivehosted.com,webapp
13123,yumbrands-wa04.m1phx1.jivehosted.com,webapp
13123,yumbrands-db.m1phx1.jivehosted.com,dbvirtual
13123,yumbrands-eaedb.m1phx1.jivehosted.com,dbeae
13123,yumbrands-cs01.m1phx1.jivehosted.com,cache
13123,yumbrands-eae01.m1phx1.jivehosted.com,eaeservice
13123,yumbrands-wa02.m1phx1.jivehosted.com,webapp
13124,solarwinds-wa02.m1phx1.jivehosted.com,webapp
13124,solarwinds-wa01.m1phx1.jivehosted.com,webapp
13124,solarwinds-eae01.m1phx1.jivehosted.com,eaeservice
13124,solarwinds-cs01.m1phx1.jivehosted.com,cache
13124,solarwinds-eaedb.m1phx1.jivehosted.com,dbeae
13124,solarwinds-db.m1phx1.jivehosted.com,dbvirtual
13124,solarwinds-wa03.m1phx1.jivehosted.com,webapp
13139,thunder14521.m1ams1.jivehosted.com,thunder
13154,zspace-cs01.m1phx1.jivehosted.com,cache
13154,zspace-eaedb.m1phx1.jivehosted.com,dbeae
13154,zspace-eae01.m1phx1.jivehosted.com,eaeservice
13154,zspace-db.m1phx1.jivehosted.com,dbvirtual
13154,zspace-wa02.m1phx1.jivehosted.com,webapp
13154,zspace-wa01.m1phx1.jivehosted.com,webapp
13157,thunder14120.m1phx1.jivehosted.com,thunder
13170,thunder16742.m1phx1.jivehosted.com,thunder
13173,thunder16743.m1phx1.jivehosted.com,thunder
13183,thunder16759.m1phx1.jivehosted.com,thunder
13184,thunder16767.m1phx1.jivehosted.com,thunder
13223,thunder14654.m1ams1.jivehosted.com,thunder
13235,g5-int-db.m1phx1.jivehosted.com,dbvirtual
13235,g5-int-eae01.m1phx1.jivehosted.com,eaeservice
13235,g5-int-wa02.m1phx1.jivehosted.com,webapp
13235,g5-int-eaedb.m1phx1.jivehosted.com,dbeae
13235,g5-int-cs01.m1phx1.jivehosted.com,cache
13235,g5-int-wa01.m1phx1.jivehosted.com,webapp
13236,g5-int-uat-eae01.m1phx1.jivehosted.com,eaeservice
13236,g5-int-uat-db.m1phx1.jivehosted.com,dbvirtual
13236,g5-int-uat-cs01.m1phx1.jivehosted.com,cache
13236,g5-int-uat-wa01.m1phx1.jivehosted.com,webapp
13236,g5-int-uat-eaedb.m1phx1.jivehosted.com,dbeae
13236,g5-int-uat-wa02.m1phx1.jivehosted.com,webapp
13239,thunder13699.m1phx1.jivehosted.com,thunder
13243,eloqua-ltd-wa02.m1phx1.jivehosted.com,webapp
13243,eloqua-ltd-eae01.m1phx1.jivehosted.com,eaeservice
13243,eloqua-ltd-wa01.m1phx1.jivehosted.com,webapp
13243,eloqua-ltd-cs01.m1phx1.jivehosted.com,cache
13243,eloqua-ltd-db.m1phx1.jivehosted.com,dbvirtual
13243,eloqua-ltd-eaedb.m1phx1.jivehosted.com,dbeae
13244,eloqua-ltd-uat-db.m1phx1.jivehosted.com,dbvirtual
13244,eloqua-ltd-uat-eaedb.m1phx1.jivehosted.com,dbeae
13244,eloqua-ltd-uat-wa01.m1phx1.jivehosted.com,webapp
13244,eloqua-ltd-uat-wa02.m1phx1.jivehosted.com,webapp
13244,eloqua-ltd-uat-eae01.m1phx1.jivehosted.com,eaeservice
13244,eloqua-ltd-uat-cs01.m1phx1.jivehosted.com,cache
13248,thunder14162.m1phx1.jivehosted.com,thunder
13250,webtrends6-cs01.m1phx1.jivehosted.com,cache
13250,webtrends6-eaedb.m1phx1.jivehosted.com,dbeae
13250,webtrends6-wa02.m1phx1.jivehosted.com,webapp
13250,webtrends6-wa01.m1phx1.jivehosted.com,webapp
13250,webtrends6-db.m1phx1.jivehosted.com,dbvirtual
13250,webtrends6-eae01.m1phx1.jivehosted.com,eaeservice
13251,webtrends6-uat-eaedb.m1phx1.jivehosted.com,dbeae
13251,webtrends6-uat-cs01.m1phx1.jivehosted.com,cache
13251,webtrends6-uat-wa02.m1phx1.jivehosted.com,webapp
13251,webtrends6-uat-db.m1phx1.jivehosted.com,dbvirtual
13251,webtrends6-uat-wa01.m1phx1.jivehosted.com,webapp
13251,webtrends6-uat-eae01.m1phx1.jivehosted.com,eaeservice
13252,bupa-int-wa02.m1ams1.jivehosted.com,webapp
13252,bupa-int-db.m1ams1.jivehosted.com,dbvirtual
13252,bupa-int-cs01.m1ams1.jivehosted.com,cache
13252,bupa-int-eae01.m1ams1.jivehosted.com,eaeservice
13252,bupa-int-wa01.m1ams1.jivehosted.com,webapp
13252,bupa-int-eaedb.m1ams1.jivehosted.com,dbeae
13253,bupa-int-uat-eae01.m1ams1.jivehosted.com,eaeservice
13253,bupa-int-uat-wa01.m1ams1.jivehosted.com,webapp
13253,bupa-int-uat-eaedb.m1ams1.jivehosted.com,dbeae
13253,bupa-int-uat-db.m1ams1.jivehosted.com,dbvirtual
13253,bupa-int-uat-wa02.m1ams1.jivehosted.com,webapp
13253,bupa-int-uat-cs01.m1ams1.jivehosted.com,cache
13254,savills-cs01.m1ams1.jivehosted.com,cache
13254,savills-eaedb.m1ams1.jivehosted.com,dbeae
13254,savills-db.m1ams1.jivehosted.com,dbvirtual
13254,savills-eae01.m1ams1.jivehosted.com,eaeservice
13254,savills-wa01.m1ams1.jivehosted.com,webapp
13254,savills-wa02.m1ams1.jivehosted.com,webapp
13255,savills-uat6-eaedb.m1ams1.jivehosted.com,dbeae
13255,savills-uat6-db.m1ams1.jivehosted.com,dbvirtual
13255,savills-uat6-wa01.m1ams1.jivehosted.com,webapp
13255,savills-uat6-wa02.m1ams1.jivehosted.com,webapp
13255,savills-uat6-eae01.m1ams1.jivehosted.com,eaeservice
13255,savills-uat6-cs01.m1ams1.jivehosted.com,cache
13272,ubmwiki-eae01.m1phx1.jivehosted.com,eaeservice
13272,ubmwiki-eaedb.m1phx1.jivehosted.com,dbeae
13272,ubmwiki-cs01.m1phx1.jivehosted.com,cache
13272,ubmwiki-db.m1phx1.jivehosted.com,dbvirtual
13272,ubmwiki-wa01.m1phx1.jivehosted.com,webapp
13272,ubmwiki-wa02.m1phx1.jivehosted.com,webapp
13273,ubmwiki-uat-eae01.m1phx1.jivehosted.com,eaeservice
13273,ubmwiki-uat-wa01.m1phx1.jivehosted.com,webapp
13273,ubmwiki-uat-wa02.m1phx1.jivehosted.com,webapp
13273,ubmwiki-uat-cs01.m1phx1.jivehosted.com,cache
13273,ubmwiki-uat-eaedb.m1phx1.jivehosted.com,dbeae
13273,ubmwiki-uat-db.m1phx1.jivehosted.com,dbvirtual
13274,windriver-internal-cs01.m1phx1.jivehosted.com,cache
13274,windriver-internal-eaedb.m1phx1.jivehosted.com,dbeae
13274,windriver-internal-wa01.m1phx1.jivehosted.com,webapp
13274,windriver-internal-wa02.m1phx1.jivehosted.com,webapp
13274,windriver-internal-db.m1phx1.jivehosted.com,dbvirtual
13274,windriver-internal-eae01.m1phx1.jivehosted.com,eaeservice
13275,windriver-internal-uat-db.m1phx1.jivehosted.com,dbvirtual
13275,windriver-internal-uat-wa01.m1phx1.jivehosted.com,webapp
13275,windriver-internal-uat-eaedb.m1phx1.jivehosted.com,dbeae
13275,windriver-internal-uat-eae01.m1phx1.jivehosted.com,eaeservice
13275,windriver-internal-uat-cs01.m1phx1.jivehosted.com,cache
13275,windriver-internal-uat-wa02.m1phx1.jivehosted.com,webapp
13278,pearson-tm-wa01.m1phx1.jivehosted.com,webapp
13278,pearson-tm-db.m1phx1.jivehosted.com,dbvirtual
13278,pearson-tm-cs01.m1phx1.jivehosted.com,cache
13278,pearson-tm-wa02.m1phx1.jivehosted.com,webapp
13278,pearson-tm-eaedb.m1phx1.jivehosted.com,dbeae
13278,pearson-tm-eae01.m1phx1.jivehosted.com,eaeservice
13279,pearson-tm-uat-eae01.m1phx1.jivehosted.com,eaeservice
13279,pearson-tm-uat-db.m1phx1.jivehosted.com,dbvirtual
13279,pearson-tm-uat-wa02.m1phx1.jivehosted.com,webapp
13279,pearson-tm-uat-wa01.m1phx1.jivehosted.com,webapp
13279,pearson-tm-uat-eaedb.m1phx1.jivehosted.com,dbeae
13279,pearson-tm-uat-cs01.m1phx1.jivehosted.com,cache
13280,isban-internal-eae01.m1ams1.jivehosted.com,eaeservice
13280,isban-internal-db.m1ams1.jivehosted.com,dbvirtual
13280,isban-internal-wa02.m1ams1.jivehosted.com,webapp
13280,isban-internal-wa01.m1ams1.jivehosted.com,webapp
13280,isban-internal-eaedb.m1ams1.jivehosted.com,dbeae
13280,isban-internal-cs01.m1ams1.jivehosted.com,cache
13281,isban-internal-uat-eae01.m1ams1.jivehosted.com,eaeservice
13281,isban-internal-uat-wa01.m1ams1.jivehosted.com,webapp
13281,isban-internal-uat-eaedb.m1ams1.jivehosted.com,dbeae
13281,isban-internal-uat-cs01.m1ams1.jivehosted.com,cache
13281,isban-internal-uat-db.m1ams1.jivehosted.com,dbvirtual
13281,isban-internal-uat-wa02.m1ams1.jivehosted.com,webapp
13286,thunder14008.m1phx1.jivehosted.com,thunder
13287,thunder14307.m1phx1.jivehosted.com,thunder
13288,thunder14009.m1phx1.jivehosted.com,thunder
13290,thunder17044.m1phx1.jivehosted.com,thunder
13291,thunder17045.m1phx1.jivehosted.com,thunder
13294,mbo-partners-eaedb.m1phx1.jivehosted.com,dbeae
13294,mbo-partners-wa02.m1phx1.jivehosted.com,webapp
13294,mbo-partners-eae01.m1phx1.jivehosted.com,eaeservice
13294,mbo-partners-cs01.m1phx1.jivehosted.com,cache
13294,mbo-partners-db.m1phx1.jivehosted.com,dbvirtual
13294,mbo-partners-wa01.m1phx1.jivehosted.com,webapp
13295,mbo-partners-uat-db.m1phx1.jivehosted.com,dbvirtual
13295,mbo-partners-uat-wa02.m1phx1.jivehosted.com,webapp
13295,mbo-partners-uat-wa01.m1phx1.jivehosted.com,webapp
13295,mbo-partners-uat-eae01.m1phx1.jivehosted.com,eaeservice
13295,mbo-partners-uat-cs01.m1phx1.jivehosted.com,cache
13295,mbo-partners-uat-eaedb.m1phx1.jivehosted.com,dbeae
13296,groupon-int-wa01.m1phx1.jivehosted.com,webapp
13296,groupon-int-db.m1phx1.jivehosted.com,dbvirtual
13296,groupon-int-wa02.m1phx1.jivehosted.com,webapp
13296,groupon-int-eae01.m1phx1.jivehosted.com,eaeservice
13296,groupon-int-cs01.m1phx1.jivehosted.com,cache
13296,groupon-int-eaedb.m1phx1.jivehosted.com,dbeae
13296,groupon-int-wa03.m1phx1.jivehosted.com,webapp
13296,groupon-int-wa04.m1phx1.jivehosted.com,webapp
13297,groupon-int-uat-eae01.m1phx1.jivehosted.com,eaeservice
13297,groupon-int-uat-wa02.m1phx1.jivehosted.com,webapp
13297,groupon-int-uat-wa01.m1phx1.jivehosted.com,webapp
13297,groupon-int-uat-cs01.m1phx1.jivehosted.com,cache
13297,groupon-int-uat-eaedb.m1phx1.jivehosted.com,dbeae
13297,groupon-int-uat-db.m1phx1.jivehosted.com,dbvirtual
13300,penn-foster-int-wa01.m1phx1.jivehosted.com,webapp
13300,penn-foster-int-eae01.m1phx1.jivehosted.com,eaeservice
13300,penn-foster-int-cs01.m1phx1.jivehosted.com,cache
13300,penn-foster-int-wa02.m1phx1.jivehosted.com,webapp
13300,penn-foster-int-eaedb.m1phx1.jivehosted.com,dbeae
13300,penn-foster-int-db.m1phx1.jivehosted.com,dbvirtual
13301,penn-foster-int-uat-eaedb.m1phx1.jivehosted.com,dbeae
13301,penn-foster-int-uat-wa02.m1phx1.jivehosted.com,webapp
13301,penn-foster-int-uat-wa01.m1phx1.jivehosted.com,webapp
13301,penn-foster-int-uat-eae01.m1phx1.jivehosted.com,eaeservice
13301,penn-foster-int-uat-cs01.m1phx1.jivehosted.com,cache
13301,penn-foster-int-uat-db.m1phx1.jivehosted.com,dbvirtual
13304,thunder17049.m1phx1.jivehosted.com,thunder
13321,thunder14324.m1phx1.jivehosted.com,thunder
13325,thunder14851.m1ams1.jivehosted.com,thunder
13335,powersolutionscommunity-wa01.m1phx1.jivehosted.com,webapp
13335,powersolutionscommunity-eaedb.m1phx1.jivehosted.com,dbeae
13335,powersolutionscommunity-wa02.m1phx1.jivehosted.com,webapp
13335,powersolutionscommunity-cs01.m1phx1.jivehosted.com,cache
13335,powersolutionscommunity-eae01.m1phx1.jivehosted.com,eaeservice
13335,powersolutionscommunity-db.m1phx1.jivehosted.com,dbvirtual
13336,powersolutionscommunity-uat-db.m1phx1.jivehosted.com,dbvirtual
13336,powersolutionscommunity-uat-eae01.m1phx1.jivehosted.com,eaeservice
13336,powersolutionscommunity-uat-wa01.m1phx1.jivehosted.com,webapp
13336,powersolutionscommunity-uat-wa02.m1phx1.jivehosted.com,webapp
13336,powersolutionscommunity-uat-cs01.m1phx1.jivehosted.com,cache
13336,powersolutionscommunity-uat-eaedb.m1phx1.jivehosted.com,dbeae
13338,thunder13601.m1phx1.jivehosted.com,thunder
13345,acs-vm-uat-eaedb.m1phx1.jivehosted.com,dbeae
13345,acs-vm-uat-db.m1phx1.jivehosted.com,dbvirtual
13345,acs-vm-uat-wa02.m1phx1.jivehosted.com,webapp
13345,acs-vm-uat-wa01.m1phx1.jivehosted.com,webapp
13345,acs-vm-uat-eae01.m1phx1.jivehosted.com,eaeservice
13345,acs-vm-uat-cs01.m1phx1.jivehosted.com,cache
13347,thunder17105.m1phx1.jivehosted.com,thunder
13350,thunder13609.m1phx1.jivehosted.com,thunder
13352,marketstar-prospect-dev-comm-eaedb.m1phx1.jivehosted.com,dbeae
13352,marketstar-prospect-dev-comm-eae01.m1phx1.jivehosted.com,eaeservice
13352,marketstar-prospect-dev-comm-wa01.m1phx1.jivehosted.com,webapp
13352,marketstar-prospect-dev-comm-wa02.m1phx1.jivehosted.com,webapp
13352,marketstar-prospect-dev-comm-cs01.m1phx1.jivehosted.com,cache
13352,marketstar-prospect-dev-comm-db.m1phx1.jivehosted.com,dbvirtual
13353,marketstar-prospect-dev-comm-uat-eaedb.m1phx1.jivehosted.com,dbeae
13353,marketstar-prospect-dev-comm-uat-wa01.m1phx1.jivehosted.com,webapp
13353,marketstar-prospect-dev-comm-uat-eae01.m1phx1.jivehosted.com,eaeservice
13353,marketstar-prospect-dev-comm-uat-wa02.m1phx1.jivehosted.com,webapp
13353,marketstar-prospect-dev-comm-uat-cs01.m1phx1.jivehosted.com,cache
13353,marketstar-prospect-dev-comm-uat-db.m1phx1.jivehosted.com,dbvirtual
13379,thunder14068.m1phx1.jivehosted.com,thunder
13386,thunder17109.m1phx1.jivehosted.com,thunder
13391,thunder17124.m1phx1.jivehosted.com,thunder
13392,thunder17125.m1phx1.jivehosted.com,thunder
13458,thunder17733.m1phx1.jivehosted.com,thunder
13460,thunder17734.m1phx1.jivehosted.com,thunder
13464,pennfoster-wa01.m1phx1.jivehosted.com,webapp
13464,pennfoster-wa02.m1phx1.jivehosted.com,webapp
13464,pennfoster-db.m1phx1.jivehosted.com,dbvirtual
13464,pennfoster-cs01.m1phx1.jivehosted.com,cache
13464,pennfoster-eaedb.m1phx1.jivehosted.com,dbeae
13464,pennfoster-eae01.m1phx1.jivehosted.com,eaeservice
13465,pennfoster-uat-eae01.m1phx1.jivehosted.com,eaeservice
13465,pennfoster-uat-wa01.m1phx1.jivehosted.com,webapp
13465,pennfoster-uat-db.m1phx1.jivehosted.com,dbvirtual
13465,pennfoster-uat-wa02.m1phx1.jivehosted.com,webapp
13465,pennfoster-uat-eaedb.m1phx1.jivehosted.com,dbeae
13465,pennfoster-uat-cs01.m1phx1.jivehosted.com,cache
13468,agilent-ext-wa02.m1phx1.jivehosted.com,webapp
13468,agilent-ext-eaedb.m1phx1.jivehosted.com,dbeae
13468,agilent-ext-cs01.m1phx1.jivehosted.com,cache
13468,agilent-ext-db.m1phx1.jivehosted.com,dbvirtual
13468,agilent-ext-eae01.m1phx1.jivehosted.com,eaeservice
13468,agilent-ext-wa01.m1phx1.jivehosted.com,webapp
13469,agilent-ext-uat-wa01.m1phx1.jivehosted.com,webapp
13469,agilent-ext-uat-eaedb.m1phx1.jivehosted.com,dbeae
13469,agilent-ext-uat-eae01.m1phx1.jivehosted.com,eaeservice
13469,agilent-ext-uat-wa02.m1phx1.jivehosted.com,webapp
13469,agilent-ext-uat-cs01.m1phx1.jivehosted.com,cache
13469,agilent-ext-uat-db.m1phx1.jivehosted.com,dbvirtual
13485,thunder17754.m1phx1.jivehosted.com,thunder
13491,csagroup-dev-eaedb.m1phx1.jivehosted.com,dbeae
13491,csagroup-dev-wa02.m1phx1.jivehosted.com,webapp
13491,csagroup-dev-wa01.m1phx1.jivehosted.com,webapp
13491,csagroup-dev-eae01.m1phx1.jivehosted.com,eaeservice
13491,csagroup-dev-cs01.m1phx1.jivehosted.com,cache
13491,csagroup-dev-db.m1phx1.jivehosted.com,dbvirtual
13492,carney-int-cs01.m1phx1.jivehosted.com,cache
13492,carney-int-wa01.m1phx1.jivehosted.com,webapp
13492,carney-int-eaedb.m1phx1.jivehosted.com,dbeae
13492,carney-int-wa02.m1phx1.jivehosted.com,webapp
13492,carney-int-eae01.m1phx1.jivehosted.com,eaeservice
13492,carney-int-db.m1phx1.jivehosted.com,dbvirtual
13493,carney-int-uat-eaedb.m1phx1.jivehosted.com,dbeae
13493,carney-int-uat-eae01.m1phx1.jivehosted.com,eaeservice
13493,carney-int-uat-cs01.m1phx1.jivehosted.com,cache
13493,carney-int-uat-wa02.m1phx1.jivehosted.com,webapp
13493,carney-int-uat-db.m1phx1.jivehosted.com,dbvirtual
13493,carney-int-uat-wa01.m1phx1.jivehosted.com,webapp
13506,thunder17231.m1phx1.jivehosted.com,thunder
13508,thunder17233.m1phx1.jivehosted.com,thunder
13521,thunder18355.m1ams1.jivehosted.com,thunder
13542,thunder17260.m1phx1.jivehosted.com,thunder
13544,thunder18378.m1ams1.jivehosted.com,thunder
13546,tmobile-customercare-wa06.m1phx1.jivehosted.com,webapp
13546,tmobile-customercare-cs01.m1phx1.jivehosted.com,cache
13546,tmobile-customercare-db.m1phx1.jivehosted.com,dbvirtual
13546,tmobile-customercare-wa01.m1phx1.jivehosted.com,webapp
13546,tmobile-customercare-wa02.m1phx1.jivehosted.com,webapp
13546,tmobile-customercare-wa04.m1phx1.jivehosted.com,webapp
13546,tmobile-customercare-wa11.m1phx1.jivehosted.com,webapp
13546,tmobile-customercare-wa10.m1phx1.jivehosted.com,webapp
13546,tmobile-customercare-wa09.m1phx1.jivehosted.com,webapp
13546,tmobile-customercare-wa03.m1phx1.jivehosted.com,webapp
13546,tmobile-customercare-wa08.m1phx1.jivehosted.com,webapp
13546,tmobile-customercare-wa07.m1phx1.jivehosted.com,webapp
13546,tmobile-customercare-wa05.m1phx1.jivehosted.com,webapp
13549,enter-public-db.m1ams1.jivehosted.com,dbvirtual
13549,enter-public-eae01.m1ams1.jivehosted.com,eaeservice
13549,enter-public-cs01.m1ams1.jivehosted.com,cache
13549,enter-public-wa01.m1ams1.jivehosted.com,webapp
13549,enter-public-wa02.m1ams1.jivehosted.com,webapp
13549,enter-public-eaedb.m1ams1.jivehosted.com,dbeae
13550,enter-public-uat-eae01.m1ams1.jivehosted.com,eaeservice
13550,enter-public-uat-wa02.m1ams1.jivehosted.com,webapp
13550,enter-public-uat-cs01.m1ams1.jivehosted.com,cache
13550,enter-public-uat-db.m1ams1.jivehosted.com,dbvirtual
13550,enter-public-uat-wa01.m1ams1.jivehosted.com,webapp
13550,enter-public-uat-eaedb.m1ams1.jivehosted.com,dbeae
13553,anglo-american-wa01.m1ams1.jivehosted.com,webapp
13553,anglo-american-wa02.m1ams1.jivehosted.com,webapp
13553,anglo-american-db.m1ams1.jivehosted.com,dbvirtual
13553,anglo-american-eae01.m1ams1.jivehosted.com,eaeservice
13553,anglo-american-cs01.m1ams1.jivehosted.com,cache
13553,anglo-american-eaedb.m1ams1.jivehosted.com,dbeae
13554,anglo-american-uat-db.m1ams1.jivehosted.com,dbvirtual
13554,anglo-american-uat-wa02.m1ams1.jivehosted.com,webapp
13554,anglo-american-uat-eae01.m1ams1.jivehosted.com,eaeservice
13554,anglo-american-uat-cs01.m1ams1.jivehosted.com,cache
13554,anglo-american-uat-wa01.m1ams1.jivehosted.com,webapp
13554,anglo-american-uat-eaedb.m1ams1.jivehosted.com,dbeae
13555,michelin-ba-eaedb.m1phx1.jivehosted.com,dbeae
13555,michelin-ba-db.m1phx1.jivehosted.com,dbvirtual
13555,michelin-ba-wa01.m1phx1.jivehosted.com,webapp
13555,michelin-ba-wa02.m1phx1.jivehosted.com,webapp
13555,michelin-ba-cs01.m1phx1.jivehosted.com,cache
13555,michelin-ba-eae01.m1phx1.jivehosted.com,eaeservice
13556,michelin-ba-uat-wa01.m1phx1.jivehosted.com,webapp
13556,michelin-ba-uat-eae01.m1phx1.jivehosted.com,eaeservice
13556,michelin-ba-uat-db.m1phx1.jivehosted.com,dbvirtual
13556,michelin-ba-uat-cs01.m1phx1.jivehosted.com,cache
13556,michelin-ba-uat-wa02.m1phx1.jivehosted.com,webapp
13556,michelin-ba-uat-eaedb.m1phx1.jivehosted.com,dbeae
13557,icbf-ext-eaedb.m1phx1.jivehosted.com,dbeae
13557,icbf-ext-db.m1phx1.jivehosted.com,dbvirtual
13557,icbf-ext-cs01.m1phx1.jivehosted.com,cache
13557,icbf-ext-eae01.m1phx1.jivehosted.com,eaeservice
13557,icbf-ext-wa01.m1phx1.jivehosted.com,webapp
13557,icbf-ext-wa02.m1phx1.jivehosted.com,webapp
13558,icbf-ext-uat-eaedb.m1phx1.jivehosted.com,dbeae
13558,icbf-ext-uat-wa01.m1phx1.jivehosted.com,webapp
13558,icbf-ext-uat-db.m1phx1.jivehosted.com,dbvirtual
13558,icbf-ext-uat-cs01.m1phx1.jivehosted.com,cache
13558,icbf-ext-uat-eae01.m1phx1.jivehosted.com,eaeservice
13558,icbf-ext-uat-wa02.m1phx1.jivehosted.com,webapp
13559,bfg-brand-wa01.m1phx1.jivehosted.com,webapp
13559,bfg-brand-wa02.m1phx1.jivehosted.com,webapp
13559,bfg-brand-db.m1phx1.jivehosted.com,dbvirtual
13559,bfg-brand-eaedb.m1phx1.jivehosted.com,dbeae
13559,bfg-brand-cs01.m1phx1.jivehosted.com,cache
13559,bfg-brand-eae01.m1phx1.jivehosted.com,eaeservice
13560,bfg-brand-uat-db.m1phx1.jivehosted.com,dbvirtual
13560,bfg-brand-uat-eae01.m1phx1.jivehosted.com,eaeservice
13560,bfg-brand-uat-cs01.m1phx1.jivehosted.com,cache
13560,bfg-brand-uat-wa01.m1phx1.jivehosted.com,webapp
13560,bfg-brand-uat-wa02.m1phx1.jivehosted.com,webapp
13560,bfg-brand-uat-eaedb.m1phx1.jivehosted.com,dbeae
13592,directv-inc-ext-db.m1phx1.jivehosted.com,dbvirtual
13592,directv-inc-ext-wa01.m1phx1.jivehosted.com,webapp
13592,directv-inc-ext-wa02.m1phx1.jivehosted.com,webapp
13592,directv-inc-ext-eae01.m1phx1.jivehosted.com,eaeservice
13592,directv-inc-ext-eaedb.m1phx1.jivehosted.com,dbeae
13592,directv-inc-ext-cs01.m1phx1.jivehosted.com,cache
13593,directv-inc-ext-uat-eaedb.m1phx1.jivehosted.com,dbeae
13593,directv-inc-ext-uat-wa02.m1phx1.jivehosted.com,webapp
13593,directv-inc-ext-uat-wa01.m1phx1.jivehosted.com,webapp
13593,directv-inc-ext-uat-eae01.m1phx1.jivehosted.com,eaeservice
13593,directv-inc-ext-uat-db.m1phx1.jivehosted.com,dbvirtual
13593,directv-inc-ext-uat-cs01.m1phx1.jivehosted.com,cache
13595,screwfix-db.m1ams1.jivehosted.com,dbvirtual
13595,screwfix-cs01.m1ams1.jivehosted.com,cache
13595,screwfix-wa02.m1ams1.jivehosted.com,webapp
13595,screwfix-wa01.m1ams1.jivehosted.com,webapp
13596,plex-customer-support-db.m1phx1.jivehosted.com,dbvirtual
13596,plex-customer-support-wa02.m1phx1.jivehosted.com,webapp
13596,plex-customer-support-wa01.m1phx1.jivehosted.com,webapp
13596,plex-customer-support-eae01.m1phx1.jivehosted.com,eaeservice
13596,plex-customer-support-cs01.m1phx1.jivehosted.com,cache
13596,plex-customer-support-eaedb.m1phx1.jivehosted.com,dbeae
13597,plex-customer-support-uat-db.m1phx1.jivehosted.com,dbvirtual
13597,plex-customer-support-uat-cs01.m1phx1.jivehosted.com,cache
13597,plex-customer-support-uat-wa02.m1phx1.jivehosted.com,webapp
13597,plex-customer-support-uat-eae01.m1phx1.jivehosted.com,eaeservice
